,County Name/State Abbreviation,FIPS_y,TargetValue
1516,"Lane, OR",41039,2.0
1517,"Langlade, WI",55067,0.0
1518,"Lanier, GA",13173,2.0
1519,"Lapeer, MI",26087,30.0
1520,"Laramie, WY",56021,0.0
1521,"Larimer, CO",08069,21.0
1522,"Larue, KY",21123,0.0
1523,"Las Animas, CO",08071,0.0
1524,"Lassen, CA",06035,0.0
1525,"Latah, ID",16057,0.0
1526,"Latimer, OK",40077,1.0
1527,"Lauderdale, AL",01077,2.0
1528,"Lauderdale, MS",28075,56.0
1529,"Lauderdale, TN",47097,1.0
1530,"Laurel, KY",21125,2.0
1531,"Laurens, GA",13175,1.0
1532,"Laurens, SC",45059,3.0
1533,"Lavaca, TX",48285,1.0
1534,"Lawrence, AL",01079,0.0
1535,"Lawrence, AR",05075,5.0
1536,"Lawrence, IL",17101,0.0
1537,"Lawrence, IN",18093,22.0
1538,"Lawrence, KY",21127,0.0
1539,"Lawrence, MO",29109,0.0
1540,"Lawrence, MS",28077,1.0
1541,"Lawrence, OH",39087,0.0
1542,"Lawrence, PA",42073,8.0
1543,"Lawrence, SD",46081,0.0
1544,"Lawrence, TN",47099,0.0
1545,"Le Flore, OK",40079,1.0
1546,"Le Sueur, MN",27079,1.0
1547,"Lea, NM",35025,0.0
1548,"Leake, MS",28079,10.0
1549,"Leavenworth, KS",20103,7.0
1550,"Lebanon, PA",42075,27.0
1551,"Lee, AL",01081,32.0
1552,"Lee, AR",05077,1.0
1553,"Lee, FL",12071,93.0
1554,"Lee, GA",13177,22.0
1555,"Lee, IA",19111,0.0
1556,"Lee, IL",17103,1.0
1557,"Lee, KY",21129,0.0
1558,"Lee, MS",28081,5.0
1559,"Lee, NC",37105,3.0
1560,"Lee, SC",45061,13.0
1561,"Lee, TX",48287,0.0
1562,"Lee, VA",51105,0.0
1563,"Leelanau, MI",26089,0.0
1564,"Leflore, MS",28083,26.0
1565,"Lehigh, PA",42077,209.0
1566,"Lemhi, ID",16059,0.0
1567,"Lenawee, MI",26091,3.0
1568,"Lenoir, NC",37107,7.0
1569,"Leon, FL",12073,6.0
1570,"Leon, TX",48289,0.0
1571,"Leslie, KY",21131,0.0
1572,"Letcher, KY",21133,0.0
1573,"Levy, FL",12075,0.0
1574,"Lewis and Clark, MT",30049,0.0
1575,"Lewis, ID",16061,0.0
1576,"Lewis, KY",21135,0.0
1577,"Lewis, MO",29111,1.0
1578,"Lewis, NY",36049,0.0
1579,"Lewis, TN",47101,0.0
1580,"Lewis, WA",53041,3.0
1581,"Lewis, WV",54041,1.0
1582,"Lexington, SC",45063,32.0
1583,"Liberty, FL",12077,0.0
1584,"Liberty, GA",13179,0.0
1585,"Liberty, MT",30051,0.0
1586,"Liberty, TX",48291,3.0
1587,"Licking, OH",39089,10.0
1588,"Limestone, AL",01083,0.0
1589,"Limestone, TX",48293,1.0
1590,"Lincoln, AR",05079,8.0
1591,"Lincoln, CO",08073,0.0
1592,"Lincoln, GA",13181,0.0
1593,"Lincoln, ID",16063,0.0
1594,"Lincoln, KS",20105,0.0
1595,"Lincoln, KY",21137,1.0
1596,"Lincoln, ME",23015,0.0
1597,"Lincoln, MN",27081,0.0
1598,"Lincoln, MO",29113,1.0
1599,"Lincoln, MS",28085,20.0
1600,"Lincoln, MT",30053,1.0
1601,"Lincoln, NC",37109,0.0
1602,"Lincoln, NE",31111,2.0
1603,"Lincoln, NM",35027,0.0
1604,"Lincoln, NV",32017,0.0
1605,"Lincoln, OK",40081,2.0
1606,"Lincoln, OR",41041,0.0
1607,"Lincoln, SD",46083,0.0
1608,"Lincoln, TN",47103,0.0
1609,"Lincoln, WA",53043,0.0
1610,"Lincoln, WI",55069,0.0
1611,"Lincoln, WV",54043,0.0
1612,"Lincoln, WY",56023,0.0
1613,"Linn, IA",19113,75.0
1614,"Linn, KS",20107,0.0
1615,"Linn, MO",29115,1.0
1616,"Linn, OR",41043,9.0
1617,"Lipscomb, TX",48295,0.0
1618,"Litchfield, CT",09005,126.0
1619,"Little River, AR",05081,0.0
1620,"Live Oak, TX",48297,0.0
1621,"Livingston, IL",17105,2.0
1622,"Livingston, KY",21139,0.0
1623,"Livingston, MI",26093,26.0
1624,"Livingston, MO",29117,0.0
1625,"Livingston, NY",36051,7.0
1626,"Llano, TX",48299,0.0
1627,"Logan, AR",05083,0.0
1628,"Logan, CO",08075,3.0
1629,"Logan, IL",17107,0.0
1630,"Logan, KS",20109,0.0
1631,"Logan, KY",21141,3.0
1632,"Logan, ND",38047,0.0
1633,"Logan, NE",31113,0.0
1634,"Logan, OH",39091,0.0
1635,"Logan, OK",40083,1.0
1636,"Logan, WV",54045,1.0
1637,"Long, GA",13183,1.0
1638,"Lonoke, AR",05085,0.0
1639,"Lorain, OH",39093,58.0
1640,"Los Alamos, NM",35028,0.0
1641,"Los Angeles, CA",06037,2116.0
1642,"Loudon, TN",47105,0.0
1643,"Loudoun, VA",51107,52.0
1644,"Louisa, IA",19115,7.0
1645,"Louisa, VA",51109,1.0
1646,"Loup, NE",31115,0.0
1647,"Love, OK",40085,0.0
1648,"Loving, TX",48301,0.0
1649,"Lowndes, AL",01085,10.0
1650,"Lowndes, GA",13185,4.0
1651,"Lowndes, MS",28087,7.0
1652,"Lubbock, TX",48303,50.0
1653,"Lucas, IA",19117,0.0
1654,"Lucas, OH",39095,229.0
1655,"Luce, MI",26095,0.0
1656,"Lumpkin, GA",13187,1.0
1657,"Luna, NM",35029,1.0
1658,"Lunenburg, VA",51111,0.0
1659,"Luzerne, PA",42079,135.0
1660,"Lycoming, PA",42081,14.0
1661,"Lyman, SD",46085,0.0
1662,"Lynn, TX",48305,1.0
1663,"Lyon, IA",19119,0.0
1664,"Lyon, KS",20111,3.0
1665,"Lyon, KY",21143,3.0
1666,"Lyon, MN",27083,0.0
1667,"Lyon, NV",32019,0.0
1668,"Mackinac, MI",26097,0.0
1669,"Macomb, MI",26099,778.0
1670,"Macon, AL",01087,2.0
1671,"Macon, GA",13193,6.0
1672,"Macon, IL",17115,19.0
1673,"Macon, MO",29121,0.0
1674,"Macon, NC",37113,1.0
1675,"Macon, TN",47111,3.0
1676,"Macoupin, IL",17117,1.0
1677,"Madera, CA",06039,2.0
1678,"Madison, AL",01089,4.0
1679,"Madison, AR",05087,0.0
1680,"Madison, FL",12079,3.0
1681,"Madison, GA",13195,1.0
1682,"Madison, IA",19121,1.0
1683,"Madison, ID",16065,0.0
1684,"Madison, IL",17119,54.0
1685,"Madison, IN",18095,58.0
1686,"Madison, KY",21151,1.0
1687,"Madison, MO",29123,0.0
1688,"Madison, MS",28089,21.0
1689,"Madison, MT",30057,1.0
1690,"Madison, NC",37115,0.0
1691,"Madison, NE",31119,3.0
1692,"Madison, NY",36053,10.0
1693,"Madison, OH",39097,7.0
1694,"Madison, TN",47113,2.0
1695,"Madison, TX",48313,0.0
1696,"Madison, VA",51113,1.0
1697,"Magoffin, KY",21153,0.0
1698,"Mahaska, IA",19123,6.0
1699,"Mahnomen, MN",27087,1.0
1700,"Mahoning, OH",39099,169.0
1701,"Major, OK",40093,1.0
1702,"Malheur, OR",41045,0.0
1703,"Manatee, FL",12081,91.0
1704,"Manistee, MI",26101,0.0
1705,"Manitowoc, WI",55071,1.0
1706,"Marathon, WI",55073,1.0
1707,"Marengo, AL",01091,6.0
1708,"Maricopa, AZ",04013,385.0
1709,"Maries, MO",29125,0.0
1710,"Marin, CA",06041,14.0
1711,"Marinette, WI",55075,2.0
1712,"Marion, AL",01093,10.0
1713,"Marion, AR",05089,0.0
1714,"Marion, FL",12083,5.0
1715,"Marion, GA",13197,2.0
1716,"Marion, IA",19125,0.0
1717,"Marion, IL",17121,0.0
1718,"Marion, IN",18097,533.0
1719,"Marion, KS",20115,1.0
1720,"Marion, KY",21155,0.0
1721,"Marion, MO",29127,0.0
1722,"Marion, MS",28091,8.0
1723,"Marion, OH",39101,21.0
1724,"Marion, OR",41047,25.0
1725,"Marion, SC",45067,5.0
1726,"Marion, TN",47115,1.0
1727,"Marion, TX",48315,0.0
1728,"Marion, WV",54049,2.0
1729,"Mariposa, CA",06043,1.0
1730,"Marlboro, SC",45069,0.0
1731,"Marquette, MI",26103,10.0
1732,"Marquette, WI",55077,1.0
1733,"Marshall, AL",01095,9.0
1734,"Marshall, IA",19127,11.0
1735,"Marshall, IL",17123,0.0
1736,"Marshall, IN",18099,1.0
1737,"Marshall, KS",20117,0.0
1738,"Marshall, KY",21157,2.0
1739,"Marshall, MN",27089,0.0
1740,"Marshall, MS",28093,3.0
1741,"Marshall, OK",40095,0.0
1742,"Marshall, SD",46091,0.0
1743,"Marshall, TN",47117,1.0
1744,"Marshall, WV",54051,0.0
1745,"Martin, FL",12085,9.0
1746,"Martin, IN",18101,0.0
1747,"Martin, KY",21159,0.0
1748,"Martin, MN",27091,5.0
1749,"Martin, NC",37117,4.0
1750,"Martin, TX",48317,1.0
1751,"Mason, IL",17125,0.0
1752,"Mason, KY",21161,0.0
1753,"Mason, MI",26105,0.0
1754,"Mason, TX",48319,0.0
1755,"Mason, WA",53045,1.0
1756,"Mason, WV",54053,0.0
1757,"Massac, IL",17127,0.0
1758,"Matagorda, TX",48321,5.0
1759,"Mathews, VA",51115,0.0
1760,"Maui, HI",15009,6.0
1761,"Maury, TN",47119,0.0
1762,"Maverick, TX",48323,1.0
1763,"Mayes, OK",40097,4.0
1764,"McClain, OK",40087,2.0
1765,"McCone, MT",30055,0.0
1766,"McCook, SD",46087,1.0
1767,"McCormick, SC",45065,1.0
1768,"McCracken, KY",21145,2.0
1769,"McCreary, KY",21147,0.0
1770,"McCulloch, TX",48307,0.0
1771,"McCurtain, OK",40089,0.0
1772,"McDonald, MO",29119,0.0
1773,"McDonough, IL",17109,5.0
1774,"McDowell, NC",37111,1.0
1775,"McDowell, WV",54047,0.0
1776,"McDuffie, GA",13189,5.0
1777,"McHenry, IL",17111,67.0
1778,"McHenry, ND",38049,1.0
1779,"McIntosh, GA",13191,0.0
1780,"McIntosh, ND",38051,0.0
1781,"McIntosh, OK",40091,1.0
1782,"McKean, PA",42083,1.0
1783,"McKenzie, ND",38053,0.0
1784,"McKinley, NM",35031,94.0
1785,"McLean, IL",17113,10.0
1786,"McLean, KY",21149,1.0
1787,"McLean, ND",38055,0.0
1788,"McLennan, TX",48309,4.0
1789,"McLeod, MN",27085,0.0
1790,"McMinn, TN",47107,14.0
1791,"McMullen, TX",48311,0.0
1792,"McNairy, TN",47109,0.0
1793,"McPherson, KS",20113,0.0
1794,"McPherson, NE",31117,0.0
1795,"McPherson, SD",46089,0.0
1796,"Meade, KS",20119,0.0
1797,"Meade, KY",21163,2.0
1798,"Meade, SD",46093,0.0
1799,"Meagher, MT",30059,0.0
1800,"Mecklenburg, NC",37119,73.0
1801,"Mecklenburg, VA",51117,20.0
1802,"Mecosta, MI",26107,2.0
1803,"Medina, OH",39103,19.0
1804,"Medina, TX",48325,2.0
1805,"Meeker, MN",27093,0.0
1806,"Meigs, OH",39105,0.0
1807,"Meigs, TN",47121,0.0
1808,"Mellette, SD",46095,0.0
1809,"Menard, IL",17129,0.0
1810,"Menard, TX",48327,0.0
1811,"Mendocino, CA",06045,0.0
1812,"Menifee, KY",21165,0.0
1813,"Menominee, MI",26109,0.0
1814,"Menominee, WI",55078,0.0
1815,"Merced, CA",06047,6.0
1816,"Mercer, IL",17131,0.0
1817,"Mercer, KY",21167,0.0
1818,"Mercer, MO",29129,0.0
1819,"Mercer, ND",38057,0.0
1820,"Mercer, NJ",34021,450.0
1821,"Mercer, OH",39107,3.0
1822,"Mercer, PA",42085,4.0
1823,"Mercer, WV",54055,0.0
1824,"Meriwether, GA",13199,2.0
1825,"Merrick, NE",31121,0.0
1826,"Merrimack, NH",33013,13.0
1827,"Mesa, CO",08077,0.0
1828,"Metcalfe, KY",21169,0.0
1829,"Miami, IN",18103,1.0
1830,"Miami, KS",20121,0.0
1831,"Miami, OH",39109,30.0
1832,"Miami-Dade, FL",12086,633.0
1833,"Middlesex, CT",09007,138.0
1834,"Middlesex, MA",25017,1527.0
1835,"Middlesex, NJ",34023,955.0
1836,"Middlesex, VA",51119,0.0
1837,"Midland, MI",26111,8.0
1838,"Midland, TX",48329,12.0
1839,"Mifflin, PA",42087,1.0
1840,"Milam, TX",48331,1.0
1841,"Millard, UT",49027,0.0
1842,"Mille Lacs, MN",27095,1.0
1843,"Miller, AR",05091,1.0
1844,"Miller, GA",13201,0.0
1845,"Miller, MO",29131,0.0
1846,"Mills, IA",19129,0.0
1847,"Mills, TX",48333,0.0
1848,"Milwaukee, WI",55079,276.0
1849,"Miner, SD",46097,0.0
1850,"Mineral, CO",08079,0.0
1851,"Mineral, MT",30061,0.0
1852,"Mineral, NV",32021,0.0
1853,"Mineral, WV",54057,0.0
1854,"Mingo, WV",54059,1.0
1855,"Minidoka, ID",16067,0.0
1856,"Minnehaha, SD",46099,43.0
1857,"Missaukee, MI",26113,1.0
1858,"Mississippi, AR",05093,2.0
1859,"Mississippi, MO",29133,0.0
1860,"Missoula, MT",30063,1.0
1861,"Mitchell, GA",13205,32.0
1862,"Mitchell, IA",19131,0.0
1863,"Mitchell, KS",20123,0.0
1864,"Mitchell, NC",37121,0.0
1865,"Mitchell, TX",48335,0.0
1866,"Mobile, AL",01097,111.0
1867,"Modoc, CA",06049,0.0
1868,"Moffat, CO",08081,0.0
1869,"Mohave, AZ",04015,37.0
1870,"Moniteau, MO",29135,0.0
1871,"Monmouth, NJ",34025,556.0
1872,"Mono, CA",06051,1.0
1873,"Monona, IA",19133,0.0
1874,"Monongalia, WV",54061,5.0
1875,"Monroe, AL",01099,2.0
1876,"Monroe, AR",05095,0.0
1877,"Monroe, FL",12087,4.0
1878,"Monroe, GA",13207,8.0
1879,"Monroe, IA",19135,4.0
1880,"Monroe, IL",17133,11.0
1881,"Monroe, IN",18105,10.0
1882,"Monroe, KY",21171,0.0
1883,"Monroe, MI",26115,19.0
1884,"Monroe, MO",29137,0.0
1885,"Monroe, MS",28095,24.0
1886,"Monroe, NY",36055,194.0
1887,"Monroe, OH",39111,11.0
1888,"Monroe, PA",42089,99.0
1889,"Monroe, TN",47123,2.0
1890,"Monroe, WI",55081,1.0
1891,"Monroe, WV",54063,0.0
1892,"Montague, TX",48337,1.0
1893,"Montcalm, MI",26117,1.0
1894,"Monterey, CA",06053,8.0
1895,"Montezuma, CO",08083,3.0
1896,"Montgomery, AL",01101,33.0
1897,"Montgomery, AR",05097,0.0
1898,"Montgomery, GA",13209,0.0
1899,"Montgomery, IA",19137,0.0
1900,"Montgomery, IL",17135,1.0
1901,"Montgomery, IN",18107,17.0
1902,"Montgomery, KS",20125,2.0
1903,"Montgomery, KY",21173,0.0
1904,"Montgomery, MD",24031,562.0
1905,"Montgomery, MO",29139,0.0
1906,"Montgomery, MS",28097,1.0
1907,"Montgomery, NC",37123,3.0
1908,"Montgomery, NY",36057,4.0
1909,"Montgomery, OH",39113,15.0
1910,"Montgomery, PA",42091,633.0
1911,"Montgomery, TN",47125,3.0
1912,"Montgomery, TX",48339,23.0
1913,"Montgomery, VA",51121,1.0
1914,"Montmorency, MI",26119,0.0
1915,"Montour, PA",42093,0.0
1916,"Montrose, CO",08085,12.0
1917,"Moody, SD",46101,0.0
1918,"Moore, NC",37125,10.0
1919,"Moore, TN",47127,0.0
1920,"Moore, TX",48341,13.0
1921,"Mora, NM",35033,0.0
1922,"Morgan, AL",01103,1.0
1923,"Morgan, CO",08087,41.0
1924,"Morgan, GA",13211,0.0
1925,"Morgan, IL",17137,1.0
1926,"Morgan, IN",18109,24.0
1927,"Morgan, KY",21175,0.0
1928,"Morgan, MO",29141,0.0
1929,"Morgan, OH",39115,0.0
1930,"Morgan, TN",47129,0.0
1931,"Morgan, UT",49029,0.0
1932,"Morgan, WV",54065,0.0
1933,"Morrill, NE",31123,0.0
1934,"Morris, KS",20127,0.0
1935,"Morris, NJ",34027,593.0
1936,"Morris, TX",48343,0.0
1937,"Morrison, MN",27097,0.0
1938,"Morrow, OH",39117,1.0
1939,"Morrow, OR",41049,0.0
1940,"Morton, KS",20129,0.0
1941,"Morton, ND",38059,2.0
1942,"Motley, TX",48345,0.0
1943,"Moultrie, IL",17139,0.0
1944,"Mountrail, ND",38061,0.0
1945,"Mower, MN",27099,1.0
1946,"Muhlenberg, KY",21177,7.0
1947,"Multnomah, OR",41051,58.0
1948,"Murray, GA",13213,1.0
1949,"Murray, MN",27101,0.0
1950,"Murray, OK",40099,0.0
1951,"Muscatine, IA",19139,39.0
1952,"Muscogee, GA",13215,17.0
1953,"Muskegon, MI",26121,31.0
1954,"Muskingum, OH",39119,0.0
1955,"Muskogee, OK",40101,6.0
1956,"Musselshell, MT",30065,0.0
1957,"Nacogdoches, TX",48347,17.0
1958,"Nance, NE",31125,0.0
1959,"Napa, CA",06055,3.0
1960,"Nash, NC",37127,4.0
1961,"Nassau, FL",12089,1.0
1962,"Nassau, NY",36059,2103.0
1963,"Natrona, WY",56025,0.0
1964,"Navajo, AZ",04017,56.0
1965,"Navarro, TX",48349,2.0
1966,"Nelson, KY",21179,0.0
1967,"Nelson, ND",38063,0.0
1968,"Nelson, VA",51125,0.0
1969,"Nemaha, KS",20131,0.0
1970,"Nemaha, NE",31127,0.0
1971,"Neosho, KS",20133,0.0
1972,"Neshoba, MS",28099,31.0
1973,"Ness, KS",20135,0.0
1974,"Nevada, AR",05099,0.0
1975,"Nevada, CA",06057,1.0
1976,"New Castle, DE",10003,149.0
1977,"New Hanover, NC",37129,4.0
1978,"New Haven, CT",09009,922.0
1979,"New Kent, VA",51127,1.0
1980,"New London, CT",09011,78.0
1981,"New Madrid, MO",29143,0.0
1982,"New York, NY",36061,21259.0
1983,"Newaygo, MI",26123,0.0
1984,"Newberry, SC",45071,1.0
1985,"Newport, RI",44005,0.0
1986,"Newton, AR",05101,0.0
1987,"Newton, GA",13217,10.0
1988,"Newton, IN",18111,10.0
1989,"Newton, MO",29145,1.0
1990,"Newton, MS",28101,3.0
1991,"Newton, TX",48351,0.0
1992,"Nez Perce, ID",16069,19.0
1993,"Niagara, NY",36063,59.0
1994,"Nicholas, KY",21181,0.0
1995,"Nicholas, WV",54067,1.0
1996,"Nicollet, MN",27103,5.0
1997,"Niobrara, WY",56027,0.0
1998,"Noble, IN",18113,20.0
1999,"Noble, OH",39121,0.0
2000,"Noble, OK",40103,0.0
2001,"Nobles, MN",27105,2.0
2002,"Nodaway, MO",29147,0.0
2003,"Nolan, TX",48353,0.0
2004,"Norfolk, MA",25021,784.0
2005,"Norman, MN",27107,0.0
2006,"Northampton, NC",37131,12.0
2007,"Northampton, PA",42095,199.0
2008,"Northampton, VA",51131,17.0
2009,"Northumberland, PA",42097,3.0
2010,"Northumberland, VA",51133,1.0
2011,"Norton, KS",20137,0.0
2012,"Nottoway, VA",51135,0.0
2013,"Nowata, OK",40105,0.0
2014,"Noxubee, MS",28103,6.0
2015,"Nuckolls, NE",31129,0.0
2016,"Nueces, TX",48355,3.0
2017,"Nye, NV",32023,1.0
2018,"O'Brien, IA",19141,0.0
2019,"Oakland, MI",26125,955.0
2020,"Obion, TN",47131,1.0
2021,"Ocean, NJ",34029,690.0
2022,"Oceana, MI",26127,2.0
2023,"Ochiltree, TX",48357,2.0
2024,"Oconee, GA",13219,5.0
2025,"Oconee, SC",45073,0.0
2026,"Oconto, WI",55083,0.0
2027,"Ogemaw, MI",26129,0.0
2028,"Oglala Lakota, SD",46102,0.0
2029,"Ogle, IL",17141,2.0
2030,"Oglethorpe, GA",13221,5.0
2031,"Ohio, IN",18115,0.0
2032,"Ohio, KY",21183,0.0
2033,"Ohio, WV",54069,1.0
2034,"Okaloosa, FL",12091,6.0
2035,"Okanogan, WA",53047,1.0
2036,"Okeechobee, FL",12093,0.0
2037,"Okfuskee, OK",40107,0.0
2038,"Oklahoma, OK",40109,56.0
2039,"Okmulgee, OK",40111,0.0
2040,"Oktibbeha, MS",28105,10.0
2041,"Oldham, KY",21185,3.0
2042,"Oldham, TX",48359,1.0
2043,"Oliver, ND",38065,0.0
2044,"Olmsted, MN",27109,10.0
2045,"Oneida, ID",16071,0.0
2046,"Oneida, NY",36065,38.0
2047,"Oneida, WI",55085,0.0
2048,"Onondaga, NY",36067,115.0
2049,"Onslow, NC",37133,2.0
2050,"Ontario, NY",36069,9.0
2051,"Ontonagon, MI",26131,0.0
2052,"Orange, CA",06059,133.0
2053,"Orange, FL",12095,39.0
2054,"Orange, IN",18117,22.0
2055,"Orange, NC",37135,39.0
2056,"Orange, NY",36071,429.0
2057,"Orange, TX",48361,2.0
2058,"Orange, VA",51137,0.0
2059,"Orange, VT",50017,0.0
2060,"Orangeburg, SC",45075,2.0
2061,"Oregon, MO",29149,0.0
2062,"Orleans, NY",36073,23.0
2063,"Orleans, VT",50019,0.0
2064,"Osage, KS",20139,0.0
2065,"Osage, MO",29151,0.0
2066,"Osage, OK",40113,8.0
2067,"Osborne, KS",20141,0.0
2068,"Osceola, FL",12097,18.0
2069,"Osceola, IA",19143,0.0
2070,"Osceola, MI",26133,0.0
2071,"Oscoda, MI",26135,1.0
2072,"Oswego, NY",36075,3.0
2073,"Otero, CO",08089,1.0
2074,"Otero, NM",35035,1.0
2075,"Otoe, NE",31131,0.0
2076,"Otsego, MI",26137,10.0
2077,"Otsego, NY",36077,5.0
2078,"Ottawa, KS",20143,0.0
2079,"Ottawa, MI",26139,27.0
2080,"Ottawa, OH",39123,7.0
2081,"Ottawa, OK",40115,2.0
2082,"Otter Tail, MN",27111,0.0
2083,"Ouachita, AR",05103,0.0
2084,"Ouray, CO",08091,1.0
2085,"Outagamie, WI",55087,7.0
2086,"Overton, TN",47133,0.0
2087,"Owen, IN",18119,1.0
2088,"Owen, KY",21187,0.0
2089,"Owsley, KY",21189,0.0
2090,"Owyhee, ID",16073,0.0
2091,"Oxford, ME",23017,0.0
2092,"Ozark, MO",29153,0.0
2093,"Ozaukee, WI",55089,11.0
2094,"Pacific, WA",53049,1.0
2095,"Page, IA",19145,0.0
2096,"Page, VA",51139,21.0
2097,"Palm Beach, FL",12099,315.0
2098,"Palo Alto, IA",19147,0.0
2099,"Palo Pinto, TX",48363,2.0
2100,"Pamlico, NC",37137,0.0
2101,"Panola, MS",28107,2.0
2102,"Panola, TX",48365,21.0
2103,"Park, CO",08093,0.0
2104,"Park, MT",30067,0.0
2105,"Park, WY",56029,0.0
2106,"Parke, IN",18121,0.0
2107,"Parker, TX",48367,1.0
2108,"Parmer, TX",48369,0.0
2109,"Pasco, FL",12101,12.0
2110,"Pasquotank, NC",37139,9.0
2111,"Passaic, NJ",34031,891.0
2112,"Patrick, VA",51141,0.0
2113,"Paulding, GA",13223,11.0
2114,"Paulding, OH",39125,0.0
2115,"Pawnee, KS",20145,0.0
2116,"Pawnee, NE",31133,0.0
2117,"Pawnee, OK",40117,2.0
2118,"Payette, ID",16075,2.0
2119,"Payne, OK",40119,1.0
2120,"Peach, GA",13225,3.0
2121,"Pearl River, MS",28109,27.0
2122,"Pecos, TX",48371,0.0
2123,"Pembina, ND",38067,0.0
2124,"Pemiscot, MO",29155,4.0
2125,"Pend Oreille, WA",53051,0.0
2126,"Pender, NC",37141,1.0
2127,"Pendleton, KY",21191,0.0
2128,"Pendleton, WV",54071,0.0
2129,"Pennington, MN",27113,0.0
2130,"Pennington, SD",46103,3.0
2131,"Penobscot, ME",23019,1.0
2132,"Peoria, IL",17143,7.0
2133,"Pepin, WI",55091,0.0
2134,"Perkins, NE",31135,0.0
2135,"Perkins, SD",46105,0.0
2136,"Perquimans, NC",37143,2.0
2137,"Perry, AL",01105,0.0
2138,"Perry, AR",05105,0.0
2139,"Perry, IL",17145,0.0
2140,"Perry, IN",18123,0.0
2141,"Perry, KY",21193,0.0
2142,"Perry, MO",29157,0.0
2143,"Perry, MS",28111,2.0
2144,"Perry, OH",39127,1.0
2145,"Perry, PA",42099,1.0
2146,"Perry, TN",47135,0.0
2147,"Pershing, NV",32027,0.0
2148,"Person, NC",37145,1.0
2149,"Petroleum, MT",30069,0.0
2150,"Pettis, MO",29159,1.0
2151,"Phelps, MO",29161,0.0
2152,"Phelps, NE",31137,0.0
2153,"Phillips, AR",05107,1.0
2154,"Phillips, CO",08095,0.0
2155,"Phillips, KS",20147,0.0
2156,"Phillips, MT",30071,0.0
2157,"Piatt, IL",17147,0.0
2158,"Pickaway, OH",39129,35.0
2159,"Pickens, AL",01107,4.0
2160,"Pickens, GA",13227,3.0
2161,"Pickens, SC",45077,3.0
2162,"Pickett, TN",47137,0.0
2163,"Pierce, GA",13229,3.0
2164,"Pierce, ND",38069,0.0
2165,"Pierce, NE",31139,0.0
2166,"Pierce, WA",53053,71.0
2167,"Pierce, WI",55093,0.0
2168,"Pike, AL",01109,0.0
2169,"Pike, AR",05109,0.0
2170,"Pike, GA",13231,2.0
2171,"Pike, IL",17149,0.0
2172,"Pike, IN",18125,0.0
2173,"Pike, KY",21195,2.0
2174,"Pike, MO",29163,1.0
2175,"Pike, MS",28113,11.0
2176,"Pike, OH",39131,0.0
2177,"Pike, PA",42103,18.0
2178,"Pima, AZ",04019,173.0
2179,"Pinal, AZ",04021,37.0
2180,"Pine, MN",27115,0.0
2181,"Pinellas, FL",12103,75.0
2182,"Pipestone, MN",27117,0.0
2183,"Piscataquis, ME",23021,0.0
2184,"Pitkin, CO",08097,2.0
2185,"Pitt, NC",37147,2.0
2186,"Pittsburg, OK",40121,3.0
2187,"Pittsylvania, VA",51143,1.0
2188,"Piute, UT",49031,0.0
2189,"Placer, CA",06061,9.0
2190,"Platte, MO",29165,0.0
2191,"Platte, NE",31141,1.0
2192,"Platte, WY",56031,0.0
2193,"Pleasants, WV",54073,0.0
2194,"Plumas, CA",06063,0.0
2195,"Plymouth, IA",19149,0.0
2196,"Plymouth, MA",25023,513.0
2197,"Pocahontas, IA",19151,0.0
2198,"Pocahontas, WV",54075,0.0
2199,"Poinsett, AR",05111,2.0
2200,"Polk, AR",05113,0.0
2201,"Polk, FL",12105,49.0
2202,"Polk, GA",13233,0.0
2203,"Polk, IA",19153,108.0
2204,"Polk, MN",27119,2.0
2205,"Polk, MO",29167,0.0
2206,"Polk, NC",37149,4.0
2207,"Polk, NE",31143,0.0
2208,"Polk, OR",41053,10.0
2209,"Polk, TN",47139,0.0
2210,"Polk, TX",48373,0.0
2211,"Polk, WI",55095,1.0
2212,"Pondera, MT",30073,0.0
2213,"Pontotoc, MS",28115,3.0
2214,"Pontotoc, OK",40123,2.0
2215,"Pope, AR",05115,1.0
2216,"Pope, IL",17151,0.0
2217,"Pope, MN",27121,0.0
2218,"Portage, OH",39133,58.0
2219,"Portage, WI",55097,0.0
2220,"Porter, IN",18127,21.0
2221,"Posey, IN",18129,0.0
2222,"Pottawatomie, KS",20149,0.0
2223,"Pottawatomie, OK",40125,4.0
2224,"Pottawattamie, IA",19155,6.0
2225,"Potter, PA",42105,0.0
2226,"Potter, SD",46107,0.0
2227,"Potter, TX",48375,26.0
2228,"Powder River, MT",30075,0.0
2229,"Powell, KY",21197,0.0
2230,"Powell, MT",30077,0.0
2231,"Power, ID",16077,0.0
2232,"Poweshiek, IA",19157,8.0
2233,"Powhatan, VA",51145,0.0
2234,"Prairie, AR",05117,0.0
2235,"Prairie, MT",30079,0.0
2236,"Pratt, KS",20151,0.0
2237,"Preble, OH",39135,1.0
2238,"Prentiss, MS",28117,3.0
2239,"Presidio, TX",48377,0.0
2240,"Presque Isle, MI",26141,0.0
2241,"Preston, WV",54077,0.0
2242,"Price, WI",55099,0.0
2243,"Prince Edward, VA",51147,2.0
2244,"Prince George's, MD",24033,497.0
2245,"Prince George, VA",51149,0.0
2246,"Prince William, VA",51153,94.0
2247,"Providence, RI",44007,0.0
2248,"Prowers, CO",08099,0.0
